,entity,to_search,snippet,address,coordinates,name_location,class,type
73,Porta Nuova,Porta Nuova Torino,"['*Le stazioni ferroviarie di Porta Nuova e Porta Susa vennero congiunte con un percorso porticato attraverso via Nizza, via Sacchi, Corso Vittorio Emanuele II, Corso Vinzaglio e via Cernaia.']","Porta Nuova, Corso Vittorio Emanuele II, San Secondo, Circoscrizione 1, Torino, Piemonte, 10125, Italia","{""coordinates"": [7.678963, 45.062747], ""type"": ""Point""}","Porta Nuova, Corso Vittorio Emanuele II, San Secondo, Circoscrizione 1, Torino, Piemonte, 10125, Italia",railway,station
74,via Nizza,via Nizza Torino,"['*Le stazioni ferroviarie di Porta Nuova e Porta Susa vennero congiunte con un percorso porticato attraverso via Nizza, via Sacchi, Corso Vittorio Emanuele II, Corso Vinzaglio e via Cernaia.']","Via Nizza, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia","{""coordinates"": [7.680003, 45.062114], ""type"": ""Point""}","Via Nizza, San Salvario, Circoscrizione 8, Torino, Piemonte, 10125, Italia",highway,residential
75,via Sacchi,via Sacchi Torino,"['*Le stazioni ferroviarie di Porta Nuova e Porta Susa vennero congiunte con un percorso porticato attraverso via Nizza, via Sacchi, Corso Vittorio Emanuele II, Corso Vinzaglio e via Cernaia.']","Via Paolo Sacchi, Via Venti Settembre, San Secondo, Circoscrizione 1, Torino, Piemonte, 10121, Italia","{""coordinates"": [7.677785, 45.063129], ""type"": ""Point""}","Via Paolo Sacchi, Via Venti Settembre, San Secondo, Circoscrizione 1, Torino, Piemonte, 10121, Italia",railway,tram
76,Corso Vittorio Emanuele II,Corso Vittorio Emanuele II Torino,"['*Le stazioni ferroviarie di Porta Nuova e Porta Susa vennero congiunte con un percorso porticato attraverso via Nizza, via Sacchi, Corso Vittorio Emanuele II, Corso Vinzaglio e via Cernaia.']","Corso Vittorio Emanuele II, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.683979, 45.061051], ""type"": ""Point""}","Corso Vittorio Emanuele II, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",highway,residential
77,Corso Vinzaglio,Corso Vinzaglio Torino,"['*Le stazioni ferroviarie di Porta Nuova e Porta Susa vennero congiunte con un percorso porticato attraverso via Nizza, via Sacchi, Corso Vittorio Emanuele II, Corso Vinzaglio e via Cernaia.']","Corso Vinzaglio, Centro, Circoscrizione 1, Torino, Piemonte, 10140, Italia","{""coordinates"": [7.670256, 45.07296], ""type"": ""Point""}","Corso Vinzaglio, Centro, Circoscrizione 1, Torino, Piemonte, 10140, Italia",highway,secondary
78,via Cernaia,via Cernaia Torino,"['*Le stazioni ferroviarie di Porta Nuova e Porta Susa vennero congiunte con un percorso porticato attraverso via Nizza, via Sacchi, Corso Vittorio Emanuele II, Corso Vinzaglio e via Cernaia.']","Via Cernaia, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia","{""coordinates"": [7.676237, 45.07083], ""type"": ""Point""}","Via Cernaia, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia",highway,tertiary
79,Piazza Vittorio Veneto,Piazza Vittorio Veneto Torino,"[""Nel 1765 Benedetto Alfieri ebbe l'incarico di rifare i portici di piazza Palazzo di Città mentre nel corso del XIX secolo si aggiunsero quelli dell'attuale piazza Vittorio Veneto, piazza Carlo Felice e piazza Statuto."", ""*Il portico che unisce piazza Castello con Piazza Vittorio Veneto attraverso via Po sul lato sinistro fu progettato in modo tale da proseguire anche nell'attraversamento delle vie per permettere al re di giungere fino al Po senza bagnarsi in caso di pioggia."", ""*Nel 1765 Benedetto Alfieri ebbe l'incarico di rifare i portici di piazza Palazzo di Città mentre nel corso del XIX secolo si aggiunsero quelli dell'attuale piazza Vittorio Veneto, piazza Carlo Felice e piazza Statuto.""]","Piazza Vittorio Veneto, Via Alfonso Bonafous, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.69523, 45.064932], ""type"": ""Point""}","Piazza Vittorio Veneto, Via Alfonso Bonafous, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10124, Italia",tourism,attraction
80,via Po,via Po Torino,"[""*Il portico che unisce piazza Castello con Piazza Vittorio Veneto attraverso via Po sul lato sinistro fu progettato in modo tale da proseguire anche nell'attraversamento delle vie per permettere al re di giungere fino al Po senza bagnarsi in caso di pioggia."", '*Proprio nel capoluogo piemontese, nel marzo 1896, gli inventori del cinematografo esibirono la prima proiezione di un film in Italia ed in via Po, a novembre, la prima davanti ad un pubblico pagante.']","Via Po, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.691642, 45.067233], ""type"": ""Point""}","Via Po, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",highway,tertiary
81,Basilica di Superga,Basilica di Superga Torino,"['A questi si aggiunge la Basilica di Superga la quale, pur facendo parte del circuito delle residenze sabaude, non è compresa nella lista UNESCO.', '*Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) ;']","Basilica di Superga, Strada alla Parrocchia di Superga, Tetti Rocco, Circoscrizione 7, Torino, Piemonte, 10099, Italia","{""coordinates"": [7.766866, 45.07984], ""type"": ""Point""}","Basilica di Superga, Strada alla Parrocchia di Superga, Tetti Rocco, Circoscrizione 7, Torino, Piemonte, 10099, Italia",highway,bus_stop
84,Galleria Subalpina,Galleria Subalpina Torino,"['*Galleria Subalpina ;', ""Sono nati a Torino il primo Cinema d'essai italiano (il Romano nella Galleria Subalpina, nel 1971), la principale associazione cinematografica nazionale (l'Aiace Torino) e la prima multisala del Paese (l'Eliseo, nel 1983).""]","Galleria dell'Industria Subalpina, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.68636, 45.069259], ""type"": ""Point""}","Galleria dell'Industria Subalpina, Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",highway,footway
85,Cascina Giajone,Cascina Giajone Torino,['*Cascina Giajone ;'],"Cascina Giajone, Via Giacomo Balla, Città Giardino, Circoscrizione 2, Torino, Piemonte, 10137, Italia","{""coordinates"": [7.627643, 45.048468], ""type"": ""Point""}","Cascina Giajone, Via Giacomo Balla, Città Giardino, Circoscrizione 2, Torino, Piemonte, 10137, Italia",building,public
86,Cascina Roccafranca,Cascina Roccafranca Torino,['*Cascina Roccafranca .'],"Cascina Roccafranca, Via Paolo Gaidano, Mirafiori Nord, Circoscrizione 2, Torino, Piemonte, 10137, Italia","{""coordinates"": [7.624457, 45.040999], ""type"": ""Point""}","Cascina Roccafranca, Via Paolo Gaidano, Mirafiori Nord, Circoscrizione 2, Torino, Piemonte, 10137, Italia",building,public
87,Cappella della Sacra Sindone,Cappella della Sacra Sindone Torino,"['*Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) ;', '*Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) ;', '*Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) ;']","Cappella della Sacra Sindone, SP47, Cavagnole, Ingria, Torino, Piemonte, Italia","{""coordinates"": [7.576912, 45.473879], ""type"": ""Point""}","Cappella della Sacra Sindone, SP47, Cavagnole, Ingria, Torino, Piemonte, Italia",amenity,place_of_worship
88,Basilica del Corpus Domini,Basilica del Corpus Domini Torino,"['*Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) ;', '*Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) ;']","Basilica del Corpus Domini, Piazza Corpus Domini, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.68279, 45.072811], ""type"": ""Point""}","Basilica del Corpus Domini, Piazza Corpus Domini, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship
89,Chiesa di Santa Cristina,Chiesa di Santa Cristina Torino,"['*Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) ;', '*Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) ;']","Chiesa di Santa Cristina, Piazza C.L.N., Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.682176, 45.066863], ""type"": ""Point""}","Chiesa di Santa Cristina, Piazza C.L.N., Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",amenity,place_of_worship
90,Chiesa di San Francesco da Paola,Chiesa di San Francesco da Paola Torino,"['*Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) ;']","Chiesa di San Francesco da Paola, Via San Francesco da Paola, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.689188, 45.068345], ""type"": ""Point""}","Chiesa di San Francesco da Paola, Via San Francesco da Paola, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",amenity,place_of_worship
91,Chiesa di Santa Teresa,Chiesa di Santa Teresa Torino,"['*Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) ;']","Chiesa di Santa Teresa, Piazzetta Santa Teresa, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia","{""coordinates"": [7.680962, 45.068773], ""type"": ""Point""}","Chiesa di Santa Teresa, Piazzetta Santa Teresa, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia",amenity,place_of_worship
92,Santuario della Consolata,Santuario della Consolata Torino,"['Resti della torre angolare della cinta muraria nei pressi del santuario della Consolata;', '*Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) ;', '*Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) ;']","Santuario della Consolata, Via della Consolata, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.679075, 45.076749], ""type"": ""Point""}","Santuario della Consolata, Via della Consolata, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship
93,Chiesa di San Lorenzo,Chiesa di San Lorenzo Torino,"['*Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) ;']","Chiesa di San Lorenzo, Via Palazzo di Città, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.68485, 45.072109], ""type"": ""Point""}","Chiesa di San Lorenzo, Via Palazzo di Città, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship
94,Chiesa di San Filippo Neri,Chiesa di San Filippo Neri Torino,"['*Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) ;']","Chiesa di San Filippo Neri, 63, Via Vittorio Emanuele II, Chieri, Torino, Piemonte, 10023, Italia","{""coordinates"": [7.825565, 45.01126], ""type"": ""Point""}","Chiesa di San Filippo Neri, 63, Via Vittorio Emanuele II, Chieri, Torino, Piemonte, 10023, Italia",amenity,place_of_worship
95,Chiesa della Madonna del Carmine,Chiesa della Madonna del Carmine Torino,"['*Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) ;']","Chiesa della Madonna del Carmine, Via Bligny, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.676156, 45.075129], ""type"": ""Point""}","Chiesa della Madonna del Carmine, Via Bligny, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship
96,Chiesa di Santa Pelagia,Chiesa di Santa Pelagia Torino,"['*Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) ;']","Chiesa di Santa Pelagia, Via San Massimo, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.690374, 45.065178], ""type"": ""Point""}","Chiesa di Santa Pelagia, Via San Massimo, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",amenity,place_of_worship
97,Chiesa della Misericordia,Chiesa della Misericordia Torino,"['*Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) ;']","Chiesa della Misericordia, Via Giuseppe Barbaroux, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.676916, 45.073034], ""type"": ""Point""}","Chiesa della Misericordia, Via Giuseppe Barbaroux, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship
99,Chiesa di Santa Maria di Piazza,Chiesa di Santa Maria di Piazza Torino,"[""*Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) ;""]","Chiesa di Santa Maria di Piazza, Vicolo Santa Maria, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.678632, 45.072008], ""type"": ""Point""}","Chiesa di Santa Maria di Piazza, Vicolo Santa Maria, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship
100,Chiesa di San Francesco d'Assisi,Chiesa di San Francesco d'Assisi Torino,"[""*Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) ;""]","Chiesa di San Francesco d'Assisi, Via San Francesco d'Assisi, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.680631, 45.071736], ""type"": ""Point""}","Chiesa di San Francesco d'Assisi, Via San Francesco d'Assisi, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship
101,Chiesa di Santa Chiara,Chiesa di Santa Chiara Torino,"[""*Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) ;""]","Chiesa di Santa Chiara, Via Santa Chiara, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10140, Italia","{""coordinates"": [7.679288, 45.075688], ""type"": ""Point""}","Chiesa di Santa Chiara, Via Santa Chiara, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10140, Italia",amenity,place_of_worship
103,Chiesa della Santissima Trinità,Chiesa della Santissima Trinità Torino,"['*Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) ;']","Chiesa della Santissima Trinità, Via Venti Settembre, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia","{""coordinates"": [7.683519, 45.071953], ""type"": ""Point""}","Chiesa della Santissima Trinità, Via Venti Settembre, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship
104,Chiesa di San Michele Arcangelo,Chiesa di San Michele Arcangelo Torino,['*Pietro Bonvicini (Chiesa di San Michele Arcangelo) ;'],"Chiesa di San Michele Arcangelo, Via Giovanni Giolitti, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia","{""coordinates"": [7.690565, 45.063862], ""type"": ""Point""}","Chiesa di San Michele Arcangelo, Via Giovanni Giolitti, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",amenity,place_of_worship
105,Chiesa di Gesù Nazareno,Chiesa di Gesù Nazareno Torino,"['*Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) ;']","Chiesa di Gesù Nazareno, Via Pietro Bagetti, Cit Turin, Circoscrizione 3, Torino, Piemonte, 10138, Italia","{""coordinates"": [7.661935, 45.074438], ""type"": ""Point""}","Chiesa di Gesù Nazareno, Via Pietro Bagetti, Cit Turin, Circoscrizione 3, Torino, Piemonte, 10138, Italia",amenity,place_of_worship
109,Cimitero Monumentale,Cimitero Monumentale Torino,"['*Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo Cimitero di Torino per dimensioni; contiene anche un Tempio Crematorio e un Cimitero giudaico; vi sono numerosi monumenti funebri di personaggi famosi e di pregevole fattura ;', 'Simboli massonici sono presenti in molti palazzi e in alcune tombe del Cimitero monumentale di Torino.']","Cimitero Monumentale, Corso Novara, Rossini, Circoscrizione 7, Torino, Piemonte, 10153, Italia","{""coordinates"": [7.702657, 45.077302], ""type"": ""Point""}","Cimitero Monumentale, Corso Novara, Rossini, Circoscrizione 7, Torino, Piemonte, 10153, Italia",highway,bus_stop
111,Corso Novara,Corso Novara Torino,"['*Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo Cimitero di Torino per dimensioni; contiene anche un Tempio Crematorio e un Cimitero giudaico; vi sono numerosi monumenti funebri di personaggi famosi e di pregevole fattura ;']","Corso Novara, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10153, Italia","{""coordinates"": [7.704163, 45.075574], ""type"": ""Point""}","Corso Novara, Vanchiglia, Circoscrizione 7, Torino, Piemonte, 10153, Italia",highway,secondary
112,Regio Parco,Regio Parco Torino,"['*Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo Cimitero di Torino per dimensioni; contiene anche un Tempio Crematorio e un Cimitero giudaico; vi sono numerosi monumenti funebri di personaggi famosi e di pregevole fattura ;', 'Circoscrizione VI: Barriera di Milano - Regio Parco - Barca - Bertolla - Falchera - Rebaudengo - Villaretto ;']","Regio Parco, Corso Regio Parco, Rossini, Circoscrizione 7, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.692968, 45.076216], ""type"": ""Point""}","Regio Parco, Corso Regio Parco, Rossini, Circoscrizione 7, Torino, Piemonte, 10124, Italia",amenity,bicycle_rental
114,Tempio Crematorio,Tempio Crematorio Torino,"['Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo Cimitero di Torino per dimensioni; contiene anche un Tempio Crematorio e un Cimitero giudaico; vi sono numerosi monumenti funebri di personaggi famosi e di pregevole fattura ;']","Tempio crematorio, Piazzale Carlo Tancredi Falletti Di Barolo, Rossini, Circoscrizione 7, Torino, Piemonte, 10153, Italia","{""coordinates"": [7.703516, 45.077022], ""type"": ""Point""}","Tempio crematorio, Piazzale Carlo Tancredi Falletti Di Barolo, Rossini, Circoscrizione 7, Torino, Piemonte, 10153, Italia",amenity,crematorium
116,Cimitero Parco,Cimitero Parco Torino,"['*Cimitero Parco (detto anche ""Cimitero del Gerbido""): costruito nel 1972 nella zona all\'estremo sud di Torino, è il secondo Cimitero di Torino per dimensioni ;']","Cimitero Parco, Circoscrizione 2, Torino, Piemonte, Italia","{""coordinates"": [7.597137, 45.03516], ""type"": ""Point""}","Cimitero Parco, Circoscrizione 2, Torino, Piemonte, Italia",landuse,cemetery
118,Cimitero di Torino,Cimitero di Torino,"['Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo Cimitero di Torino per dimensioni; contiene anche un Tempio Crematorio e un Cimitero giudaico; vi sono numerosi monumenti funebri di personaggi famosi e di pregevole fattura ;', '*Cimitero Parco (detto anche ""Cimitero del Gerbido""): costruito nel 1972 nella zona all\'estremo sud di Torino, è il secondo Cimitero di Torino per dimensioni ;']","Cimitero, Corso Giuseppe Garibaldi, Altessano, Venaria Reale, Torino, Piemonte, 10078, Italia","{""coordinates"": [7.63809, 45.12651], ""type"": ""Point""}","Cimitero, Corso Giuseppe Garibaldi, Altessano, Venaria Reale, Torino, Piemonte, 10078, Italia",highway,bus_stop
119,Cimitero di Mirafiori,Cimitero di Mirafiori Torino,"['*Cimitero di Mirafiori: piccolo Cimitero sito in corso Unione Sovietica 650, nella zona Sud di Torino ;']","Cimitero di Mirafiori, Cime Bianche, Circoscrizione 2, Torino, Piemonte, Italia","{""coordinates"": [7.621391, 45.011527], ""type"": ""Point""}","Cimitero di Mirafiori, Cime Bianche, Circoscrizione 2, Torino, Piemonte, Italia",landuse,cemetery
120,corso Unione Sovietica 650,corso Unione Sovietica 650 Torino,"['*Cimitero di Mirafiori: piccolo Cimitero sito in corso Unione Sovietica 650, nella zona Sud di Torino ;']","650, Corso Unione Sovietica, Borgata Mirafiori, Circoscrizione 2, Torino, Piemonte, 10135, Italia","{""coordinates"": [7.621874, 45.011276], ""type"": ""Point""}","650, Corso Unione Sovietica, Borgata Mirafiori, Circoscrizione 2, Torino, Piemonte, 10135, Italia",place,house
121,Sud di Torino,Sud di Torino,"['Cimitero Parco (detto anche ""Cimitero del Gerbido""): costruito nel 1972 nella zona all\'estremo sud di Torino, è il secondo Cimitero di Torino per dimensioni ;', '*Cimitero di Mirafiori: piccolo Cimitero sito in corso Unione Sovietica 650, nella zona Sud di Torino ;', ""La città è sede d'importanti centri dell'ONU, ospitati in un unico campus nella zona sud di Torino.""]","Torino, Rruga Gjon e Ndreci Pendavinji, Coriza, Bashkia Korçë, Prefettura di Coriza, Shqipëria Jugore, 7001, Albania","{""coordinates"": [20.779299, 40.621695], ""type"": ""Point""}","Torino, Rruga Gjon e Ndreci Pendavinji, Coriza, Bashkia Korçë, Prefettura di Coriza, Shqipëria Jugore, 7001, Albania",shop,optician
122,Cimitero di Sassi,Cimitero di Sassi Torino,"[""*Cimitero di Sassi: sito nell'omonima Strada al n. 24 ;""]","Cimitero di Sassi, Borgata Rosa, Circoscrizione 7, Sassi, Torino, Piemonte, Italia","{""coordinates"": [7.726447, 45.082982], ""type"": ""Point""}","Cimitero di Sassi, Borgata Rosa, Circoscrizione 7, Sassi, Torino, Piemonte, Italia",landuse,cemetery
123,Strada al n. 24,Strada al n. 24 Torino,"[""*Cimitero di Sassi: sito nell'omonima Strada al n. 24 ;""]","Strada al Traforo di Pino, Madonna del Pilone, Circoscrizione 7, Sassi, Torino, Piemonte, 10132, Italia","{""coordinates"": [7.731727, 45.080059], ""type"": ""Point""}","Strada al Traforo di Pino, Madonna del Pilone, Circoscrizione 7, Sassi, Torino, Piemonte, 10132, Italia",highway,primary_link
124,Cimitero di Cavoretto,Cimitero di Cavoretto Torino,"[""*Cimitero di Cavoretto: sito nell'omonimo borgo collinare ;""]","Cimitero di Cavoretto, Nizza Millefonti, Circoscrizione 8, Cavoretto, Torino, Piemonte, Italia","{""coordinates"": [7.682448, 45.029142], ""type"": ""Point""}","Cimitero di Cavoretto, Nizza Millefonti, Circoscrizione 8, Cavoretto, Torino, Piemonte, Italia",landuse,cemetery
126,Strada di Settimo 307,Strada di Settimo 307 Torino,"['*Cimitero di Abbadia di Stura: sito in Strada di Settimo 307, nella zona nord .']","Strada Statale 11 Padana Superiore, Mezzi Po, Settimo Torinese, Torino, Piemonte, 10032, Italia","{""coordinates"": [7.810988, 45.155447], ""type"": ""Point""}","Strada Statale 11 Padana Superiore, Mezzi Po, Settimo Torinese, Torino, Piemonte, 10032, Italia",highway,trunk
128,Aurora,Aurora Torino,"[""*Cimitero di San Pietro in Vincoli: sito nell'omonima via del borgo Aurora, fu il primo Cimitero della città, costruito nel 1777 sui disegni dell'architetto Francesco Valeriano Dellala di Beinasco, a seguito del decreto del re Vittorio Amedeo III, che vietava l'inumazione dei defunti nelle chiese. Dismesso presto a causa delle dimensioni troppo esigue, venne chiuso nel 1829 e utilizzato poi per breve tempo come Cimitero dei giustiziati, essendo situato molto vicino all'antica piazza della forca. Oggi è utilizzato come sede per eventi artistici e culturali."", 'Circoscrizione VII: Aurora - Vanchiglia/Vanchiglietta - Sassi - Madonna del Pilone ;']","Torino (Lungo Dora Siena/v. Rossini), Lungo Dora Siena, Rossini, Circoscrizione 7, Torino, Piemonte, 10124, Italia","{""coordinates"": [7.69351, 45.07384], ""type"": ""Point""}","Torino (Lungo Dora Siena/v. Rossini), Lungo Dora Siena, Rossini, Circoscrizione 7, Torino, Piemonte, 10124, Italia",highway,bus_stop
129,Cimitero della città,Cimitero della città Torino,"[""*Cimitero di San Pietro in Vincoli: sito nell'omonima via del borgo Aurora, fu il primo Cimitero della città, costruito nel 1777 sui disegni dell'architetto Francesco Valeriano Dellala di Beinasco, a seguito del decreto del re Vittorio Amedeo III, che vietava l'inumazione dei defunti nelle chiese. Dismesso presto a causa delle dimensioni troppo esigue, venne chiuso nel 1829 e utilizzato poi per breve tempo come Cimitero dei giustiziati, essendo situato molto vicino all'antica piazza della forca. Oggi è utilizzato come sede per eventi artistici e culturali.""]","Cimitero, Via Martiri della Libertà, Centro, San Mauro Torinese, Torino, Piemonte, 10099, Italia","{""coordinates"": [7.762599, 45.099572], ""type"": ""Point""}","Cimitero, Via Martiri della Libertà, Centro, San Mauro Torinese, Torino, Piemonte, 10099, Italia",highway,bus_stop
132,via Passo Buole,via Passo Buole Torino,"['*Cimitero del Lingotto: era sito in via Passo Buole, circa a metà Strada fra le vie Pio VII e corso Unione Sovietica. Già inattivo da prima della seconda guerra mondiale, il terreno su cui sorgeva è oggi occupato dal Parco Di Vittorio.']","Via Passo Buole, Italia '61, Circoscrizione 8, Torino, Piemonte, 10127, Italia","{""coordinates"": [7.660931, 45.021766], ""type"": ""Point""}","Via Passo Buole, Italia '61, Circoscrizione 8, Torino, Piemonte, 10127, Italia",highway,residential
134,corso Unione Sovietica,corso Unione Sovietica Torino,"['Cimitero di Mirafiori: piccolo Cimitero sito in corso Unione Sovietica 650, nella zona Sud di Torino ;', '*Cimitero del Lingotto: era sito in via Passo Buole, circa a metà Strada fra le vie Pio VII e corso Unione Sovietica. Già inattivo da prima della seconda guerra mondiale, il terreno su cui sorgeva è oggi occupato dal Parco Di Vittorio.']","Corso Unione Sovietica, Filadelfia, Circoscrizione 8, Torino, Piemonte, 10134, Italia","{""coordinates"": [7.653054, 45.038422], ""type"": ""Point""}","Corso Unione Sovietica, Filadelfia, Circoscrizione 8, Torino, Piemonte, 10134, Italia",highway,residential
135,Parco Di Vittorio,Parco Di Vittorio Torino,"['*Cimitero del Lingotto: era sito in via Passo Buole, circa a metà Strada fra le vie Pio VII e corso Unione Sovietica. Già inattivo da prima della seconda guerra mondiale, il terreno su cui sorgeva è oggi occupato dal Parco Di Vittorio.']","Parco Cavalieri di Vittorio Veneto, Circoscrizione 2, Torino, Piemonte, Italia","{""coordinates"": [7.655513, 45.047723], ""type"": ""Point""}","Parco Cavalieri di Vittorio Veneto, Circoscrizione 2, Torino, Piemonte, Italia",leisure,park
137,via Sospello,via Sospello Torino,"['*Cimitero di Madonna di Campagna: nel quartiere omonimo, dove ora ci sono i giardini e la piscina di via Sospello.']","Via Sospello, Borgo Vittoria, Circoscrizione 5, Torino, Piemonte, 10155, Italia","{""coordinates"": [7.686843, 45.102283], ""type"": ""Point""}","Via Sospello, Borgo Vittoria, Circoscrizione 5, Torino, Piemonte, 10155, Italia",highway,residential
139,via Pianezza,via Pianezza Torino,"[""*Cimitero di Lucento: nel quartiere omonimo, si trovava nell'isolato tra via Pianezza e via Valdellatorre, appena ad ovest di corso Lombardia. Al suo posto ci sono dei campi sportivi.""]","Via Pianezza, Borgata Ceronda, Circoscrizione 4, Torino, Piemonte, 10143, Italia","{""coordinates"": [7.656547, 45.088765], ""type"": ""Point""}","Via Pianezza, Borgata Ceronda, Circoscrizione 4, Torino, Piemonte, 10143, Italia",highway,tertiary
