regione Piemonte,"Regione Piemonte, Via Palazzo di Città, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",emergency,defibrillator,0.2101,"/toˈrino/ , ; Turin in piemontese [tyˈriŋ] , ) è un comune italiano di 844 056 abitanti (al 31 agosto 2022), quarto comune italiano per popolazione e capoluogo della regione Piemonte e dell'omonima città metropolitana. Cuore di un'area metropolitana che conta circa 1,7 milioni di abitanti, Torino è il terzo complesso economico-produttivo del Paese (insieme a Milano e Genova componeva il triangolo industriale negli anni del boom economico) e costituisce uno dei maggiori poli universitari, artistici, turistici, scientifici e culturali d'Italia."
Chiesa di Santa Cristina,"Chiesa di Santa Cristina, Piazza C.L.N., Centro, Circoscrizione 1, Torino, Piemonte, 10123, Italia",amenity,place_of_worship,0.66358119422997,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di San Francesco da Paola,"Chiesa di San Francesco da Paola, Via San Francesco da Paola, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",amenity,place_of_worship,0.8346137428457798,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di Santa Teresa,"Chiesa di Santa Teresa, Piazzetta Santa Teresa, Centro, Circoscrizione 1, Torino, Piemonte, 10121, Italia",amenity,place_of_worship,0.6793549821575413,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Santuario della Consolata,"Santuario della Consolata, Via della Consolata, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship,0.6220753060137234,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di San Lorenzo,"Chiesa di San Lorenzo, Via Palazzo di Città, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship,0.6940287400552381,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di San Filippo Neri,"Chiesa di San Filippo Neri, 63, Via Vittorio Emanuele II, Chieri, Torino, Piemonte, 10023, Italia",amenity,place_of_worship,0.653150759043076,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di Santa Pelagia,"Chiesa di Santa Pelagia, Via San Massimo, Borgo Nuovo, Circoscrizione 1, Torino, Piemonte, 10123, Italia",amenity,place_of_worship,0.4001,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa della Misericordia,"Chiesa della Misericordia, Via Giuseppe Barbaroux, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship,0.44778803910650133,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa della Santissima Annunziata,"Chiesa della Santissima Annunziata, Salita San Francesco, Levanto, La Spezia, Liguria, 19015, Italia",amenity,place_of_worship,0.553150759043076,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di Santa Maria di Piazza,"Chiesa di Santa Maria di Piazza, Vicolo Santa Maria, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship,0.7814728390918961,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di San Francesco d'Assisi,"Chiesa di San Francesco d'Assisi, Via San Francesco d'Assisi, Centro, Circoscrizione 1, Torino, Piemonte, 10122, Italia",amenity,place_of_worship,0.8423278476590365,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di Santa Chiara,"Chiesa di Santa Chiara, Via Santa Chiara, Quadrilatero Romano, Circoscrizione 1, Torino, Piemonte, 10140, Italia",amenity,place_of_worship,0.6273544917529019,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa della Santissima Trinità,"Chiesa della Santissima Trinità, Pista Ciclopedonale del Cavo Cid, Momo, Novara, Piemonte, 28015, Italia",amenity,place_of_worship,0.5580839831692664,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di San Michele Arcangelo,"Chiesa di San Michele Arcangelo, Via Ferrari, Ravezza, Celle Ligure, Savona, Liguria, 17015, Italia",amenity,place_of_worship,0.6876412227802594,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di Gesù Nazareno,"Chiesa di Gesù Nazareno, Via Pietro Bagetti, Cit Turin, Circoscrizione 3, Torino, Piemonte, 10138, Italia",amenity,place_of_worship,0.4001,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Chiesa di San Bernardino da Siena,"Chiesa di San Bernardino da Siena, Via Ambrogio Binaghi, Abbiategrasso, Milano, Lombardia, 20081, Italia",amenity,place_of_worship,0.6001000000000001,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Cimitero Monumentale,"Cimitero Monumentale, Circoscrizione 7, Sassi, Torino, Piemonte, Italia",landuse,cemetery,0.5259285856241072,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Cimitero,"Cimitero, Villanova d'Asti, Asti, Piemonte, 14019, Italia",landuse,cemetery,0.30999999999999994,"Alla progettazione e realizzazione delle opere relative hanno contribuito architetti di chiara fama, fra i quali: Amedeo di Castellamonte (Cappella della Sacra Sindone, Basilica del Corpus Domini) Carlo di Castellamonte (Cappella della Sacra Sindone, Chiesa di Santa Cristina) Andrea Costaguta (Chiesa di San Francesco da Paola, Chiesa di Santa Teresa) Guarino Guarini (Cappella della Sacra Sindone, Santuario della Consolata, Chiesa di San Lorenzo) Filippo Juvarra (Basilica di Superga, Chiesa di San Filippo Neri, Santuario della Consolata, Chiesa di Santa Cristina, Chiesa della Madonna del Carmine) Filippo Giovanni Battista Nicolis di Robilant (Chiesa di Santa Pelagia, Chiesa della Misericordia) Bernardo Antonio Vittone (Chiesa della Santissima Annunziata, Chiesa di Santa Maria di Piazza, Chiesa di San Francesco d'Assisi, Chiesa di Santa Chiara, Cappella Anselmetti) Ascanio Vittozzi (Basilica del Corpus Domini, Chiesa della Santissima Trinità) Pietro Bonvicini (Chiesa di San Michele Arcangelo) Giuseppe e Bartolomeo Gallo (Chiesa di Gesù Nazareno, Chiesa di San Bernardino da Siena) Nicola Mosso (Chiesa del Gesù Redentore) Cimitero Monumentale (già Cimitero Generale): sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni;"
Cimitero,"Cimitero, Villanova d'Asti, Asti, Piemonte, 14019, Italia",landuse,cemetery,0.30999999999999994,"sito in Corso Novara, 135 (quartiere Regio Parco), è il primo cimitero di Torino per dimensioni; contiene anche un Tempio Crematorio e un Cimitero giudaico; vi sono numerosi monumenti funebri di personaggi famosi e di pregevole fattura Cimitero Parco (detto anche ""cimitero del Gerbido""):"
