,entity,to_search,snippet,address,coordinates,name_location,class,type
82,Berchem-Sainte-Agathe,Berchem-Sainte-Agathe,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...', '*...Hainaut (9 comuni): Ath, Braine-le-Comte, Brugelette, Chièvres, Écaussinnes, Flobecq, Lessines, Seneffe, Soignies ;...']","Berchem-Sainte-Agathe - Sint-Agatha-Berchem, Place de la Gare - Stationsplein, Berchem-Sainte-Agathe - Sint-Agatha-Berchem, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1082, Belgio","{""coordinates"": [4.290141, 50.872761], ""type"": ""Point""}","Berchem-Sainte-Agathe - Sint-Agatha-Berchem, Place de la Gare - Stationsplein, Berchem-Sainte-Agathe - Sint-Agatha-Berchem, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1082, Belgio",railway,halt
83,Etterbeek,Etterbeek,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...']","Etterbeek, 263F, Boulevard Général Jacques - Generaal Jacqueslaan, Cimdix, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, Belgio","{""coordinates"": [4.389588, 50.822126], ""type"": ""Point""}","Etterbeek, 263F, Boulevard Général Jacques - Generaal Jacqueslaan, Cimdix, Ixelles - Elsene, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1050, Belgio",railway,station
84,Forest,Forest,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...']","Forest (Bervoets) - Vorst (Bervoets), Boulevard de la Deuxième Armée Britannique - Britse Tweedelegerlaan, Forest - Vorst, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1190, Belgio","{""coordinates"": [4.320147, 50.817314], ""type"": ""Point""}","Forest (Bervoets) - Vorst (Bervoets), Boulevard de la Deuxième Armée Britannique - Britse Tweedelegerlaan, Forest - Vorst, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1190, Belgio",highway,bus_stop
85,Ganshoren,Ganshoren,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...']","Rue de Ganshoren - Ganshorensestraat, Koekelberg, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1081, Belgio","{""coordinates"": [4.329003, 50.859772], ""type"": ""Point""}","Rue de Ganshoren - Ganshorensestraat, Koekelberg, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1081, Belgio",highway,residential
86,Jette,Jette,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...']","Jette, 237, Rue Jules Lahaye - Jules Lahayestraat, Esseghem - Essegem, Laeken - Laken, Jette, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1090, Belgio","{""coordinates"": [4.339173, 50.878925], ""type"": ""Point""}","Jette, 237, Rue Jules Lahaye - Jules Lahayestraat, Esseghem - Essegem, Laeken - Laken, Jette, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1090, Belgio",shop,butcher
87,Saint-Gilles,Saint-Gilles,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...']","Parvis Saint-Gilles - Sint-Gillisvoorplein, Saint-Gilles - Sint-Gillis, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio","{""coordinates"": [4.345369, 50.830552], ""type"": ""Point""}","Parvis Saint-Gilles - Sint-Gillisvoorplein, Saint-Gilles - Sint-Gillis, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio",highway,pedestrian
88,Saint-Josse-ten-Noode,Saint-Josse-ten-Noode,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...']","Maison Communale de Saint-Josse-ten-Noode - Gemeentehuis van Sint-Joost-ten-Node, 12-13, Avenue de l'Astronomie - Sterrenkundelaan, Saint-Josse-ten-Noode - Sint-Joost-ten-Node, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1210, Belgio","{""coordinates"": [4.369567, 50.850656], ""type"": ""Point""}","Maison Communale de Saint-Josse-ten-Noode - Gemeentehuis van Sint-Joost-ten-Node, 12-13, Avenue de l'Astronomie - Sterrenkundelaan, Saint-Josse-ten-Noode - Sint-Joost-ten-Node, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1210, Belgio",amenity,townhall
89,Schaerbeek,Schaerbeek,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...']","Schaerbeek - Schaarbeek, Avenue Monplaisir - Monplaisirlaan, Monplaisir, Schaerbeek - Schaarbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1030, Belgio","{""coordinates"": [4.37823, 50.877813], ""type"": ""Point""}","Schaerbeek - Schaarbeek, Avenue Monplaisir - Monplaisirlaan, Monplaisir, Schaerbeek - Schaarbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1030, Belgio",railway,stop
90,Uccle,Uccle,"['*...Regione di Bruxelles-Capitale (19 comuni): Anderlecht, Auderghem, Berchem-Sainte-Agathe, Bruxelles, Etterbeek, Evere, Forest, Ganshoren, Ixelles, Jette, Koekelberg, Molenbeek-Saint-Jean, Saint-Gilles, Saint-Josse-ten-Noode, Schaerbeek, Uccle, Watermael-Boitsfort, Woluwe-Saint-Lambert, Woluwe-Saint-Pierre;...']","ING Uccle-Coghen, 411, Chaussée d'Alsemberg - Alsembergsesteenweg, Brugmann, Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1180, Belgio","{""coordinates"": [4.338935, 50.813915], ""type"": ""Point""}","ING Uccle-Coghen, 411, Chaussée d'Alsemberg - Alsembergsesteenweg, Brugmann, Uccle - Ukkel, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1180, Belgio",amenity,bank
92,Dilbeek,Dilbeek,"['*...Provincia del Brabante Fiammingo (15 comuni): Beersel, Dilbeek, Drogenbos, Grimbergen, Halle, Kraainem, Linkebeek, Machelen, Sint-Genesius-Rode, Sint-Pieters-Leeuw, Tervuren, Vilvoorde, Wemmel, Wezembeek-Oppem, Zaventem;...']","Dilbeek, Stationsstraat, Dilbeek, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1700, Belgio","{""coordinates"": [4.245808, 50.866081], ""type"": ""Point""}","Dilbeek, Stationsstraat, Dilbeek, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1700, Belgio",railway,stop
93,Grimbergen,Grimbergen,"['*...Provincia del Brabante Fiammingo (15 comuni): Beersel, Dilbeek, Drogenbos, Grimbergen, Halle, Kraainem, Linkebeek, Machelen, Sint-Genesius-Rode, Sint-Pieters-Leeuw, Tervuren, Vilvoorde, Wemmel, Wezembeek-Oppem, Zaventem;...']","Grimbergen, R0, Hellebeekberg, Grimbergen, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1850, Belgio","{""coordinates"": [4.360173, 50.917743], ""type"": ""Point""}","Grimbergen, R0, Hellebeekberg, Grimbergen, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1850, Belgio",highway,motorway_junction
94,Halle,Halle,"['...Porta di Halle ;...', '*...Provincia del Brabante Fiammingo (15 comuni): Beersel, Dilbeek, Drogenbos, Grimbergen, Halle, Kraainem, Linkebeek, Machelen, Sint-Genesius-Rode, Sint-Pieters-Leeuw, Tervuren, Vilvoorde, Wemmel, Wezembeek-Oppem, Zaventem;...']","Halle, Graankaai, Nederhem, Halle, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1500, Belgio","{""coordinates"": [4.240837, 50.734169], ""type"": ""Point""}","Halle, Graankaai, Nederhem, Halle, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1500, Belgio",railway,stop
95,Linkebeek,Linkebeek,"['*...Provincia del Brabante Fiammingo (15 comuni): Beersel, Dilbeek, Drogenbos, Grimbergen, Halle, Kraainem, Linkebeek, Machelen, Sint-Genesius-Rode, Sint-Pieters-Leeuw, Tervuren, Vilvoorde, Wemmel, Wezembeek-Oppem, Zaventem;...']","Linkebeek, Marcel en Robert Maassquare - Square Marcel et Robert Maas, Linkebeek, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1630, Belgio","{""coordinates"": [4.339423, 50.773683], ""type"": ""Point""}","Linkebeek, Marcel en Robert Maassquare - Square Marcel et Robert Maas, Linkebeek, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1630, Belgio",railway,halt
96,Machelen,Machelen,"['*...Provincia del Brabante Fiammingo (15 comuni): Beersel, Dilbeek, Drogenbos, Grimbergen, Halle, Kraainem, Linkebeek, Machelen, Sint-Genesius-Rode, Sint-Pieters-Leeuw, Tervuren, Vilvoorde, Wemmel, Wezembeek-Oppem, Zaventem;...']","Machelen, R0, Diegem, Machelen, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1830, Belgio","{""coordinates"": [4.440567, 50.899012], ""type"": ""Point""}","Machelen, R0, Diegem, Machelen, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1830, Belgio",highway,motorway_junction
97,Sint-Pieters-Leeuw,Sint-Pieters-Leeuw,"['*...Provincia del Brabante Fiammingo (15 comuni): Beersel, Dilbeek, Drogenbos, Grimbergen, Halle, Kraainem, Linkebeek, Machelen, Sint-Genesius-Rode, Sint-Pieters-Leeuw, Tervuren, Vilvoorde, Wemmel, Wezembeek-Oppem, Zaventem;...']","Sint-Pieters-Leeuw, Koning Albert plein, Klein-Bijgaarden, Sint-Pieters-Leeuw, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1600, Belgio","{""coordinates"": [4.283773, 50.805561], ""type"": ""Point""}","Sint-Pieters-Leeuw, Koning Albert plein, Klein-Bijgaarden, Sint-Pieters-Leeuw, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1600, Belgio",tourism,information
98,Wezembeek-Oppem,Wezembeek-Oppem,"['*...Provincia del Brabante Fiammingo (15 comuni): Beersel, Dilbeek, Drogenbos, Grimbergen, Halle, Kraainem, Linkebeek, Machelen, Sint-Genesius-Rode, Sint-Pieters-Leeuw, Tervuren, Vilvoorde, Wemmel, Wezembeek-Oppem, Zaventem;...']","Wezembeek-Oppem, Oppemlaan - Avenue d'Oppem, Wezembeek-Oppem, Kraainem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1970, Belgio","{""coordinates"": [4.471196, 50.842288], ""type"": ""Point""}","Wezembeek-Oppem, Oppemlaan - Avenue d'Oppem, Wezembeek-Oppem, Kraainem, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1970, Belgio",tourism,information
100,Braine-l'Alleud,Braine-l'Alleud,"[""*...Provincia del Brabante Vallone (2 comuni): Braine-l'Alleud, Waterloo....""]","Oude Eigenbrakelsesteenweg - Ancienne Chaussée de Braine l'Alleud, Goede Lucht - Bon Air, Sint-Genesius-Rode, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1652, Belgio","{""coordinates"": [4.338008, 50.736545], ""type"": ""Point""}","Oude Eigenbrakelsesteenweg - Ancienne Chaussée de Braine l'Alleud, Goede Lucht - Bon Air, Sint-Genesius-Rode, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1652, Belgio",highway,residential
101,Asse,Asse,"['*...Provincia del Brabante Fiammingo (13 comuni): Asse, Gooik, Hoeilaart, Huldenberg, Kampenhout, Kortenberg, Lennik, Meise, Merchtem, Overijse, Pepingen, Steenokkerzeel, Ternat;...']","Asse, N9k, Asse, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1730, Belgio","{""coordinates"": [4.208365, 50.906426], ""type"": ""Point""}","Asse, N9k, Asse, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1730, Belgio",railway,halt
102,Kortenberg,Kortenberg,"['*...Provincia del Brabante Fiammingo (13 comuni): Asse, Gooik, Hoeilaart, Huldenberg, Kampenhout, Kortenberg, Lennik, Meise, Merchtem, Overijse, Pepingen, Steenokkerzeel, Ternat;...']","Cortenbergh - Kortenberg, Avenue d'Auderghem - Oudergemselaan, Quartier européen - Europese Wijk, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, Belgio","{""coordinates"": [4.384237, 50.841591], ""type"": ""Point""}","Cortenbergh - Kortenberg, Avenue d'Auderghem - Oudergemselaan, Quartier européen - Europese Wijk, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, Belgio",amenity,bicycle_rental
103,Merchtem,Merchtem,"['*...Provincia del Brabante Fiammingo (13 comuni): Asse, Gooik, Hoeilaart, Huldenberg, Kampenhout, Kortenberg, Lennik, Meise, Merchtem, Overijse, Pepingen, Steenokkerzeel, Ternat;...']","Merchtem, Rue Piers - Piersstraat, Rive Gauche - Linkeroever, Molenbeek-Saint-Jean - Sint-Jans-Molenbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1080, Belgio","{""coordinates"": [4.337079, 50.858528], ""type"": ""Point""}","Merchtem, Rue Piers - Piersstraat, Rive Gauche - Linkeroever, Molenbeek-Saint-Jean - Sint-Jans-Molenbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1080, Belgio",highway,platform
108,Ittre,Ittre,"['*...Provincia del Brabante Vallone (11 comuni): Beauvechain, Braine-le-Château, Chaumont-Gistoux, Grez-Doiceau, Ittre, La Hulpe, Lasne, Ottignies-Louvain-la-Neuve, Rixensart, Tubize, Wavre;...']","Hôtel d'Ittre, 21, Rue du Poinçon - Priemstraat, Quartier Midi-Lemonnier - Zuid-Lemonnierwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio","{""coordinates"": [4.348177, 50.843304], ""type"": ""Point""}","Hôtel d'Ittre, 21, Rue du Poinçon - Priemstraat, Quartier Midi-Lemonnier - Zuid-Lemonnierwijk, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1000, Belgio",building,yes
112,Tubize,Tubize,"['*...Provincia del Brabante Vallone (11 comuni): Beauvechain, Braine-le-Château, Chaumont-Gistoux, Grez-Doiceau, Ittre, La Hulpe, Lasne, Ottignies-Louvain-la-Neuve, Rixensart, Tubize, Wavre;...']","Tubize Caltex, Rue de Bruxelles, Tubize, Nivelles, Brabant wallon, Wallonie, Belgio","{""coordinates"": [4.211632, 50.706778], ""type"": ""Point""}","Tubize Caltex, Rue de Bruxelles, Tubize, Nivelles, Brabant wallon, Wallonie, Belgio",highway,bus_stop
113,Wavre,Wavre,"['*...Provincia del Brabante Vallone (11 comuni): Beauvechain, Braine-le-Château, Chaumont-Gistoux, Grez-Doiceau, Ittre, La Hulpe, Lasne, Ottignies-Louvain-la-Neuve, Rixensart, Tubize, Wavre;...']","Chaussée de Wavre - Waversesteenweg, Auderghem - Oudergem, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1160, Belgio","{""coordinates"": [4.426175, 50.816547], ""type"": ""Point""}","Chaussée de Wavre - Waversesteenweg, Auderghem - Oudergem, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1160, Belgio",highway,secondary
114,Enghien,Enghien,"[""*...Provincia dell'Hainaut (2 comuni): Enghien, Silly....""]","Rue d'Enghien - Edingenstraat, Cité Edmond Machtens, Molenbeek-Saint-Jean - Sint-Jans-Molenbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1080, Belgio","{""coordinates"": [4.323252, 50.848027], ""type"": ""Point""}","Rue d'Enghien - Edingenstraat, Cité Edmond Machtens, Molenbeek-Saint-Jean - Sint-Jans-Molenbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1080, Belgio",highway,residential
117,Galmaarden,Galmaarden,"['*...Brabante Fiammingo (17 comuni): Affligem, Bever, Boortmeerbeek, Galmaarden, Haacht, Herne, Hoegaarden, Kapelle-op-den-Bos, Keerbergen, Landen, Liedekerke, Linter, Londerzeel, Opwijk, Roosdaal, Tienen, Tremelo;...', '*...Bruxelles ha diverse Università, quattro di queste sono l\'Université Libre de Bruxelles (ULB), la Vrije Universiteit Brussel (VUB), le Facultés universitaires Saint-Louis (FUSL) e la Katholieke Universiteit Brussel (KUB) nonché le facoltà di medicina dell\'Université catholique de Louvain (UCL), situata nel quartiere Alma presso il grande Ospedale ""Saint Luc""....']","Galmaarden, Stationsstraat, Galmaarden, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1570, Belgio","{""coordinates"": [3.966549, 50.743577], ""type"": ""Point""}","Galmaarden, Stationsstraat, Galmaarden, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1570, Belgio",railway,halt
118,Haacht,Haacht,"['*...Brabante Fiammingo (17 comuni): Affligem, Bever, Boortmeerbeek, Galmaarden, Haacht, Herne, Hoegaarden, Kapelle-op-den-Bos, Keerbergen, Landen, Liedekerke, Linter, Londerzeel, Opwijk, Roosdaal, Tienen, Tremelo;...']","Primus Haacht, Place Jourdan - Jourdanplein, Etterbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, Belgio","{""coordinates"": [4.381104, 50.836793], ""type"": ""Point""}","Primus Haacht, Place Jourdan - Jourdanplein, Etterbeek, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1040, Belgio",amenity,bar
119,Herne,Herne,"['*...Brabante Fiammingo (17 comuni): Affligem, Bever, Boortmeerbeek, Galmaarden, Haacht, Herne, Hoegaarden, Kapelle-op-den-Bos, Keerbergen, Landen, Liedekerke, Linter, Londerzeel, Opwijk, Roosdaal, Tienen, Tremelo;...']","Herne, Breemstraat, Herne, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1540, Belgio","{""coordinates"": [4.013681, 50.724262], ""type"": ""Point""}","Herne, Breemstraat, Herne, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1540, Belgio",railway,halt
120,Keerbergen,Keerbergen,"['*...Brabante Fiammingo (17 comuni): Affligem, Bever, Boortmeerbeek, Galmaarden, Haacht, Herne, Hoegaarden, Kapelle-op-den-Bos, Keerbergen, Landen, Liedekerke, Linter, Londerzeel, Opwijk, Roosdaal, Tienen, Tremelo;...']","Hof te Vosholen, 155, Pijnbroekstraat, Mekingen, Sint-Pieters-Leeuw, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1600, Belgio","{""coordinates"": [4.236167, 50.764182], ""type"": ""Point""}","Hof te Vosholen, 155, Pijnbroekstraat, Mekingen, Sint-Pieters-Leeuw, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1600, Belgio",building,farm
121,Landen,Landen,"['*...Brabante Fiammingo (17 comuni): Affligem, Bever, Boortmeerbeek, Galmaarden, Haacht, Herne, Hoegaarden, Kapelle-op-den-Bos, Keerbergen, Landen, Liedekerke, Linter, Londerzeel, Opwijk, Roosdaal, Tienen, Tremelo;...']","Prolétaires de tous les pays, unissez-vous - Proletariërs aller landen, verenigt u, 1, Place Poelaert - Poelaertplein, Sablon - Zavel, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio","{""coordinates"": [4.351164, 50.836149], ""type"": ""Point""}","Prolétaires de tous les pays, unissez-vous - Proletariërs aller landen, verenigt u, 1, Place Poelaert - Poelaertplein, Sablon - Zavel, Pentagone - Vijfhoek, Bruxelles, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1060, Belgio",tourism,artwork
122,Liedekerke,Liedekerke,"['*...Brabante Fiammingo (17 comuni): Affligem, Bever, Boortmeerbeek, Galmaarden, Haacht, Herne, Hoegaarden, Kapelle-op-den-Bos, Keerbergen, Landen, Liedekerke, Linter, Londerzeel, Opwijk, Roosdaal, Tienen, Tremelo;...']","Liedekerke, Affligemsestraat, Liedekerke, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1770, Belgio","{""coordinates"": [4.095028, 50.882649], ""type"": ""Point""}","Liedekerke, Affligemsestraat, Liedekerke, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1770, Belgio",railway,stop
123,Londerzeel,Londerzeel,"['*...Brabante Fiammingo (17 comuni): Affligem, Bever, Boortmeerbeek, Galmaarden, Haacht, Herne, Hoegaarden, Kapelle-op-den-Bos, Keerbergen, Landen, Liedekerke, Linter, Londerzeel, Opwijk, Roosdaal, Tienen, Tremelo;...']","Londerzeel, Stationsstraat, Londerzeel, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1840, Belgio","{""coordinates"": [4.300312, 51.007461], ""type"": ""Point""}","Londerzeel, Stationsstraat, Londerzeel, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1840, Belgio",amenity,post_office
124,Opwijk,Opwijk,"['*...Brabante Fiammingo (17 comuni): Affligem, Bever, Boortmeerbeek, Galmaarden, Haacht, Herne, Hoegaarden, Kapelle-op-den-Bos, Keerbergen, Landen, Liedekerke, Linter, Londerzeel, Opwijk, Roosdaal, Tienen, Tremelo;...']","Opwijk, Stationsstraat, Opwijk, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1745, Belgio","{""coordinates"": [4.187228, 50.974775], ""type"": ""Point""}","Opwijk, Stationsstraat, Opwijk, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1745, Belgio",railway,stop
125,Roosdaal,Roosdaal,"['*...Brabante Fiammingo (17 comuni): Affligem, Bever, Boortmeerbeek, Galmaarden, Haacht, Herne, Hoegaarden, Kapelle-op-den-Bos, Keerbergen, Landen, Liedekerke, Linter, Londerzeel, Opwijk, Roosdaal, Tienen, Tremelo;...']","Bouw.Punt De Doncker Roosdaal, Knoddelstraat, Borchtlombeek, Roosdaal, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1761, Belgio","{""coordinates"": [4.133752, 50.846253], ""type"": ""Point""}","Bouw.Punt De Doncker Roosdaal, Knoddelstraat, Borchtlombeek, Roosdaal, Halle-Vilvoorde, Vlaams-Brabant, Vlaanderen, 1761, Belgio",shop,supermarket
129,Genappe,Genappe,"['*...Brabante Vallone (14 comuni): Chastre, Court-Saint-Étienne, Genappe, Hélécine, Incourt, Jodoigne, Mont-Saint-Guibert, Nivelles, Orp-Jauche, Perwez, Ramillies, Rebecq, Villers-la-Ville, Walhain;...']","Genappe Dernier QG, Chaussée de Bruxelles, Vieux-Genappe, Genappe, Nivelles, Brabant wallon, Wallonie, 1472, Belgio","{""coordinates"": [4.421449, 50.644912], ""type"": ""Point""}","Genappe Dernier QG, Chaussée de Bruxelles, Vieux-Genappe, Genappe, Nivelles, Brabant wallon, Wallonie, 1472, Belgio",highway,bus_stop
133,Nivelles,Nivelles,"['*...Brabante Vallone (14 comuni): Chastre, Court-Saint-Étienne, Genappe, Hélécine, Incourt, Jodoigne, Mont-Saint-Guibert, Nivelles, Orp-Jauche, Perwez, Ramillies, Rebecq, Villers-la-Ville, Walhain;...']","Drève de Nivelles - Nijvelsedreef, Auderghem - Oudergem, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1160, Belgio","{""coordinates"": [4.408794, 50.823628], ""type"": ""Point""}","Drève de Nivelles - Nijvelsedreef, Auderghem - Oudergem, Brussel-Hoofdstad - Bruxelles-Capitale, Région de Bruxelles-Capitale - Brussels Hoofdstedelijk Gewest, 1160, Belgio",highway,residential
